151,-6.0,-35.0,-36.0,9.0,-8.0,-10.0,-14.0,-4.0
152,-2.0,24.0,48.0,-4.0,-10.0,6.0,6.0,-3.0
153,-12.0,-64.0,-30.0,-2.0,2.0,2.0,-3.0,-2.0
154,-21.0,-76.0,-82.0,-71.0,-39.0,-25.0,-11.0,-12.0
155,-4.0,3.0,11.0,22.0,36.0,26.0,-6.0,1.0
156,22.0,59.0,-23.0,29.0,11.0,-7.0,11.0,10.0
157,-20.0,-4.0,-33.0,-46.0,-9.0,-3.0,-14.0,-11.0
158,-3.0,-12.0,-10.0,1.0,3.0,4.0,10.0,0.0
159,-5.0,6.0,25.0,-8.0,-19.0,5.0,4.0,-2.0
160,8.0,4.0,-109.0,19.0,47.0,13.0,2.0,5.0
161,-16.0,-21.0,127.0,-27.0,-23.0,-6.0,-2.0,-8.0
162,1.0,7.0,-93.0,11.0,-5.0,-30.0,-6.0,-1.0
163,5.0,10.0,62.0,5.0,12.0,33.0,6.0,4.0
164,6.0,-42.0,-15.0,-6.0,3.0,-4.0,-4.0,1.0
165,-21.0,-31.0,-72.0,-11.0,-7.0,-18.0,-10.0,-12.0
166,2.0,-9.0,-37.0,-22.0,0.0,4.0,-5.0,2.0
167,4.0,31.0,-61.0,60.0,0.0,-10.0,-4.0,0.0
168,17.0,63.0,127.0,56.0,23.0,33.0,4.0,5.0
169,10.0,26.0,1.0,-17.0,7.0,-9.0,8.0,8.0
170,-10.0,-17.0,49.0,22.0,-2.0,-13.0,-1.0,1.0
171,-12.0,-65.0,90.0,-17.0,-4.0,25.0,-7.0,-8.0
172,6.0,56.0,-10.0,4.0,16.0,17.0,2.0,4.0
173,-22.0,-48.0,-115.0,0.0,-4.0,-7.0,-10.0,-10.0
174,6.0,-16.0,97.0,21.0,0.0,7.0,-4.0,5.0
175,3.0,49.0,86.0,-6.0,-14.0,1.0,12.0,5.0
176,-7.0,-41.0,-16.0,4.0,-8.0,-5.0,0.0,-3.0
177,-5.0,56.0,127.0,-15.0,-8.0,5.0,-9.0,-2.0
178,-11.0,-18.0,-14.0,-28.0,-11.0,-14.0,3.0,-4.0
179,12.0,-1.0,-23.0,12.0,16.0,17.0,-4.0,2.0
180,-15.0,-1.0,18.0,-26.0,5.0,-5.0,6.0,-4.0
181,-3.0,-59.0,74.0,-46.0,-20.0,-1.0,-5.0,-1.0
182,3.0,19.0,38.0,21.0,8.0,6.0,5.0,0.0
183,0.0,-18.0,-70.0,3.0,10.0,-16.0,-1.0,-1.0
184,3.0,0.0,72.0,41.0,8.0,9.0,8.0,4.0
185,6.0,36.0,-104.0,44.0,21.0,12.0,13.0,3.0
186,-6.0,3.0,86.0,-52.0,-28.0,-3.0,-11.0,-9.0
187,15.0,15.0,-23.0,21.0,17.0,7.0,5.0,8.0
188,-28.0,-50.0,-93.0,-71.0,-21.0,-15.0,-13.0,-15.0
189,-1.0,-15.0,17.0,5.0,7.0,-3.0,1.0,0.0
190,7.0,50.0,-46.0,4.0,3.0,7.0,-5.0,1.0
191,-7.0,-40.0,16.0,17.0,7.0,-2.0,6.0,-1.0
192,5.0,-13.0,-22.0,1.0,-11.0,-24.0,-6.0,2.0
193,-12.0,-26.0,-29.0,-52.0,-22.0,1.0,-23.0,-13.0
194,-5.0,-10.0,52.0,-3.0,-8.0,1.0,6.0,-2.0
195,-1.0,11.0,-37.0,-27.0,-12.0,-14.0,0.0,3.0
196,11.0,73.0,127.0,24.0,-10.0,-4.0,1.0,4.0
197,11.0,50.0,13.0,8.0,5.0,-4.0,-1.0,1.0
198,-4.0,-2.0,-60.0,-1.0,18.0,12.0,7.0,1.0
199,6.0,30.0,23.0,-19.0,-8.0,-17.0,-4.0,-2.0
200,-4.0,-68.0,15.0,-20.0,-7.0,-11.0,-11.0,-3.0
201,-10.0,-34.0,-30.0,-36.0,-7.0,9.0,14.0,2.0
202,-2.0,-4.0,24.0,18.0,-6.0,0.0,-3.0,-3.0
203,10.0,32.0,-32.0,0.0,5.0,8.0,0.0,2.0
204,17.0,-1.0,-71.0,11.0,12.0,10.0,-2.0,6.0
205,1.0,1.0,19.0,16.0,7.0,-4.0,-4.0,-2.0
206,14.0,16.0,-46.0,19.0,2.0,10.0,0.0,5.0
207,-33.0,-46.0,67.0,-72.0,-13.0,-5.0,-4.0,-9.0
208,2.0,9.0,-59.0,35.0,14.0,26.0,-2.0,-1.0
209,4.0,-14.0,-66.0,31.0,-4.0,-13.0,-3.0,4.0
210,1.0,32.0,-18.0,-9.0,-8.0,-3.0,-9.0,0.0
211,11.0,-48.0,11.0,8.0,18.0,18.0,15.0,5.0
212,-14.0,-32.0,12.0,-19.0,4.0,-3.0,5.0,-2.0
213,0.0,22.0,15.0,-40.0,-11.0,9.0,-3.0,-2.0
214,-8.0,-20.0,-13.0,34.0,29.0,-8.0,0.0,-2.0
215,8.0,34.0,127.0,25.0,2.0,13.0,0.0,5.0
216,-3.0,23.0,13.0,2.0,-4.0,-10.0,0.0,-1.0
217,2.0,-5.0,-23.0,-33.0,-7.0,-15.0,3.0,-1.0
218,5.0,27.0,-28.0,-28.0,-11.0,12.0,-6.0,-2.0
219,2.0,-14.0,64.0,33.0,13.0,-24.0,6.0,3.0
220,2.0,-22.0,-80.0,16.0,-4.0,2.0,-1.0,2.0
221,-18.0,-34.0,14.0,-11.0,19.0,-1.0,-1.0,-6.0
222,-8.0,19.0,-72.0,11.0,-3.0,-12.0,-4.0,-5.0
223,9.0,4.0,6.0,12.0,10.0,19.0,4.0,6.0
224,-3.0,55.0,-21.0,-40.0,-21.0,-39.0,-6.0,-5.0
225,13.0,20.0,-49.0,1.0,2.0,25.0,1.0,7.0
226,-13.0,-68.0,-33.0,-30.0,2.0,2.0,-4.0,-9.0
227,1.0,25.0,122.0,38.0,13.0,6.0,0.0,2.0
228,8.0,-29.0,-16.0,32.0,9.0,12.0,12.0,8.0
229,-4.0,24.0,67.0,6.0,-20.0,8.0,-15.0,-7.0
230,-3.0,-27.0,-42.0,-21.0,19.0,11.0,2.0,-2.0
231,0.0,-10.0,16.0,-14.0,7.0,-7.0,-1.0,5.0
232,8.0,13.0,50.0,11.0,0.0,0.0,7.0,2.0
233,-11.0,-53.0,4.0,-2.0,-5.0,-6.0,-1.0,-5.0
234,11.0,53.0,-28.0,13.0,9.0,3.0,6.0,5.0
235,8.0,-2.0,12.0,8.0,10.0,-3.0,7.0,6.0
236,-14.0,-14.0,90.0,-1.0,-10.0,13.0,-8.0,-9.0
237,14.0,28.0,3.0,29.0,23.0,1.0,7.0,7.0
238,-11.0,-26.0,-44.0,-20.0,-15.0,-17.0,-12.0,-5.0
239,6.0,24.0,7.0,37.0,-2.0,-17.0,-10.0,3.0
240,-1.0,23.0,72.0,17.0,13.0,28.0,9.0,2.0
241,1.0,34.0,28.0,-32.0,-10.0,-8.0,0.0,1.0
242,-1.0,-42.0,-75.0,6.0,-8.0,-12.0,-8.0,-1.0
243,-10.0,-8.0,-4.0,-13.0,0.0,-19.0,1.0,-5.0
244,-3.0,23.0,35.0,-14.0,-6.0,0.0,0.0,-1.0
245,8.0,31.0,0.0,4.0,15.0,14.0,10.0,5.0
246,1.0,-19.0,20.0,5.0,-3.0,-31.0,7.0,-4.0
247,-10.0,-35.0,43.0,-10.0,-3.0,28.0,0.0,-2.0
248,0.0,-18.0,-90.0,-1.0,1.0,-5.0,1.0,5.0
249,3.0,-3.0,33.0,9.0,-1.0,17.0,-2.0,0.0
250,-3.0,-35.0,-15.0,-20.0,-4.0,-12.0,2.0,0.0
251,-9.0,5.0,-7.0,-12.0,-13.0,-10.0,-12.0,-10.0
252,2.0,42.0,75.0,-12.0,-5.0,-7.0,-1.0,-1.0
253,-2.0,-1.0,29.0,14.0,2.0,22.0,-5.0,-1.0
254,2.0,80.0,117.0,-22.0,-9.0,0.0,-4.0,-1.0
255,-4.0,-20.0,6.0,-6.0,-9.0,-8.0,3.0,0.0
256,-1.0,-7.0,1.0,-31.0,-5.0,4.0,-9.0,-2.0
257,-3.0,14.0,61.0,43.0,1.0,0.0,6.0,-2.0
258,2.0,12.0,-76.0,-13.0,5.0,2.0,0.0,4.0
259,-1.0,29.0,68.0,-6.0,-17.0,-17.0,-7.0,-5.0
260,7.0,28.0,32.0,36.0,6.0,5.0,2.0,2.0
261,12.0,44.0,93.0,-4.0,3.0,-2.0,-2.0,4.0
262,10.0,0.0,-3.0,33.0,11.0,-37.0,3.0,7.0
263,-11.0,-6.0,-106.0,-36.0,-12.0,26.0,5.0,-6.0
264,-1.0,31.0,78.0,34.0,11.0,8.0,-4.0,-5.0
265,-3.0,25.0,-95.0,-39.0,2.0,-5.0,1.0,1.0
266,-15.0,-44.0,-23.0,-13.0,-20.0,-8.0,-5.0,-3.0
267,3.0,2.0,-61.0,23.0,12.0,-5.0,-1.0,4.0
268,-1.0,-10.0,-13.0,-22.0,0.0,11.0,3.0,-3.0
269,-11.0,-22.0,106.0,7.0,-16.0,-28.0,-7.0,-7.0
270,-1.0,-29.0,-112.0,-40.0,9.0,15.0,1.0,-5.0
271,-5.0,-28.0,89.0,54.0,4.0,6.0,1.0,2.0
272,-11.0,-37.0,-92.0,-41.0,1.0,10.0,7.0,-3.0
273,8.0,3.0,23.0,12.0,3.0,2.0,3.0,4.0
274,8.0,53.0,-8.0,10.0,-2.0,-1.0,-7.0,1.0
275,6.0,-37.0,60.0,0.0,4.0,2.0,7.0,4.0
276,-10.0,-14.0,-5.0,-1.0,-8.0,3.0,-5.0,-1.0
277,9.0,-12.0,27.0,23.0,9.0,2.0,10.0,6.0
278,-8.0,7.0,67.0,5.0,-5.0,-17.0,0.0,-3.0
279,1.0,10.0,4.0,17.0,4.0,-2.0,13.0,-2.0
280,-6.0,-10.0,63.0,-26.0,-17.0,-15.0,-9.0,-6.0
281,13.0,10.0,49.0,36.0,4.0,13.0,-6.0,1.0
282,-6.0,27.0,67.0,-11.0,-5.0,-14.0,-3.0,-6.0
283,-9.0,-9.0,-60.0,-30.0,-13.0,6.0,-1.0,-7.0
284,-10.0,-27.0,19.0,-57.0,-14.0,-13.0,-8.0,-3.0
285,-3.0,-16.0,-104.0,-33.0,-5.0,5.0,5.0,-2.0
286,-2.0,26.0,41.0,24.0,12.0,20.0,5.0,-2.0
287,8.0,-27.0,-46.0,5.0,2.0,-7.0,-7.0,1.0
288,-2.0,-23.0,-78.0,-27.0,-8.0,-3.0,-5.0,4.0
289,17.0,61.0,13.0,40.0,20.0,5.0,6.0,8.0
290,-11.0,-22.0,-22.0,-27.0,-23.0,-3.0,-14.0,1.0
291,-25.0,-22.0,4.0,-50.0,-14.0,9.0,6.0,-7.0
292,-14.0,-30.0,-45.0,-32.0,-15.0,-23.0,-7.0,-7.0
293,0.0,-12.0,75.0,19.0,-8.0,25.0,1.0,0.0
294,7.0,55.0,74.0,38.0,21.0,13.0,8.0,-1.0
295,7.0,-1.0,21.0,13.0,22.0,0.0,3.0,6.0
296,-9.0,6.0,-90.0,-45.0,-17.0,7.0,-1.0,-3.0
297,16.0,-4.0,43.0,14.0,6.0,-4.0,-2.0,5.0
298,6.0,14.0,-50.0,47.0,27.0,10.0,2.0,6.0
299,-1.0,42.0,-45.0,-27.0,1.0,-2.0,-7.0,-6.0
300,18.0,21.0,0.0,35.0,6.0,12.0,1.0,4.0
301,-1.0,-1.0,-54.0,-1.0,1.0,-3.0,2.0,-3.0
302,3.0,13.0,38.0,7.0,2.0,10.0,6.0,0.0
303,18.0,-4.0,-7.0,3.0,0.0,-17.0,-7.0,1.0
304,6.0,8.0,-107.0,20.0,3.0,16.0,7.0,4.0
305,-4.0,33.0,-16.0,25.0,2.0,1.0,4.0,1.0
306,-13.0,-3.0,-7.0,11.0,3.0,-9.0,2.0,-1.0
307,2.0,3.0,-53.0,46.0,5.0,-9.0,-1.0,3.0
308,-12.0,-35.0,-95.0,-80.0,-2.0,4.0,-3.0,-10.0
309,1.0,-15.0,47.0,9.0,9.0,8.0,-1.0,-5.0
310,11.0,3.0,-30.0,5.0,-5.0,-6.0,1.0,5.0
311,-4.0,7.0,-20.0,-35.0,-8.0,5.0,5.0,3.0
312,-11.0,-45.0,-9.0,38.0,16.0,-2.0,3.0,-8.0
313,5.0,13.0,119.0,-22.0,-4.0,1.0,-3.0,4.0
314,8.0,21.0,25.0,55.0,-3.0,-8.0,2.0,0.0
315,-17.0,-37.0,-13.0,-13.0,17.0,-14.0,-7.0,-5.0
316,-12.0,-33.0,2.0,14.0,8.0,-3.0,-8.0,-3.0
317,9.0,-20.0,38.0,42.0,5.0,-1.0,1.0,7.0
318,11.0,46.0,-30.0,-33.0,-5.0,1.0,-2.0,0.0
319,-2.0,35.0,61.0,34.0,4.0,-4.0,-5.0,-6.0
320,-8.0,13.0,-57.0,-35.0,-17.0,-9.0,-1.0,3.0
321,8.0,-2.0,-20.0,6.0,5.0,12.0,8.0,5.0
322,-22.0,-92.0,-67.0,-20.0,-9.0,-12.0,-6.0,-9.0
323,-2.0,-36.0,-53.0,13.0,-6.0,12.0,-3.0,1.0
324,8.0,26.0,14.0,-13.0,-10.0,-12.0,-2.0,-1.0
325,1.0,-28.0,-71.0,55.0,16.0,-23.0,-3.0,5.0
326,7.0,-9.0,-18.0,-32.0,-11.0,1.0,-5.0,-2.0
327,8.0,65.0,66.0,25.0,8.0,-16.0,3.0,3.0
328,0.0,24.0,68.0,3.0,-15.0,-12.0,-11.0,-1.0
329,6.0,-8.0,-31.0,19.0,13.0,28.0,25.0,10.0
330,-10.0,-40.0,-45.0,-1.0,6.0,3.0,4.0,1.0
331,2.0,27.0,59.0,-9.0,-8.0,1.0,-2.0,-4.0
332,9.0,25.0,23.0,13.0,-4.0,-13.0,3.0,1.0
333,8.0,22.0,76.0,5.0,8.0,10.0,-4.0,1.0
334,9.0,26.0,-51.0,10.0,14.0,-1.0,3.0,7.0
335,-2.0,-5.0,-12.0,-11.0,-6.0,4.0,6.0,-1.0
336,-8.0,-15.0,-18.0,-23.0,-10.0,1.0,3.0,-3.0
337,-6.0,-33.0,78.0,-27.0,5.0,-4.0,-4.0,-2.0
338,0.0,-11.0,38.0,9.0,-9.0,-23.0,-4.0,-1.0
339,7.0,20.0,11.0,27.0,7.0,9.0,-1.0,2.0
340,-7.0,3.0,74.0,-4.0,-1.0,6.0,-1.0,0.0
341,3.0,-28.0,-55.0,-1.0,-8.0,-5.0,-2.0,-2.0
342,6.0,-19.0,-102.0,13.0,6.0,0.0,-10.0,0.0
343,-16.0,51.0,53.0,-41.0,-23.0,-1.0,1.0,-8.0
344,0.0,7.0,18.0,-1.0,2.0,11.0,8.0,1.0
345,-7.0,-22.0,-111.0,-40.0,-18.0,-52.0,-13.0,-12.0
346,-1.0,4.0,-19.0,-12.0,15.0,0.0,8.0,3.0
347,10.0,-3.0,35.0,19.0,5.0,33.0,-6.0,-1.0
348,-14.0,-15.0,-47.0,-26.0,-22.0,-32.0,-12.0,-7.0
349,7.0,24.0,4.0,-22.0,-7.0,9.0,8.0,1.0
350,-11.0,-54.0,45.0,-36.0,-16.0,-2.0,6.0,-3.0
351,-3.0,-3.0,52.0,6.0,-4.0,-9.0,-3.0,-5.0
352,8.0,-11.0,3.0,25.0,1.0,-10.0,-3.0,4.0
353,7.0,-3.0,45.0,31.0,13.0,21.0,3.0,3.0
354,-12.0,-40.0,5.0,-33.0,-21.0,-40.0,1.0,-5.0
355,7.0,26.0,59.0,29.0,7.0,5.0,0.0,5.0
356,3.0,29.0,-20.0,-4.0,-6.0,4.0,-7.0,-3.0
357,-5.0,-14.0,-4.0,2.0,2.0,-6.0,4.0,-1.0
358,-1.0,-34.0,7.0,28.0,1.0,-5.0,-1.0,2.0
359,-2.0,2.0,-72.0,10.0,9.0,0.0,-2.0,2.0
360,3.0,23.0,82.0,12.0,-3.0,1.0,-1.0,-1.0
361,1.0,-10.0,3.0,-2.0,5.0,-2.0,1.0,2.0
362,-2.0,18.0,79.0,15.0,4.0,18.0,-5.0,-5.0
363,7.0,3.0,-46.0,-9.0,-14.0,-18.0,-9.0,-2.0
364,-8.0,-42.0,-35.0,-29.0,-1.0,-10.0,3.0,-1.0
365,0.0,-14.0,-34.0,11.0,0.0,-5.0,1.0,1.0
366,0.0,1.0,-25.0,-14.0,-5.0,-4.0,-7.0,0.0
367,5.0,30.0,44.0,-3.0,-9.0,-11.0,-6.0,-2.0
368,-16.0,-90.0,-128.0,3.0,6.0,-7.0,5.0,-4.0
